"bitter","bittersweet","mild","smoky","rich","sweet","sour","salty","spicy","juicy","fruity","oily","crunchy","dry","wet","creamy","plain","soft","hard","taste"
67,40,38,4,26,80,21,88,54,95,86,43,6,75,72,4,23,70,51,0
59,57,62,90,3,64,83,9,16,78,80,24,94,43,20,86,11,36,27,0
16,57,17,80,83,92,97,25,19,9,35,94,2,36,70,45,90,78,94,1
83,95,9,75,45,3,72,75,48,26,36,76,89,97,94,83,38,24,66,1
71,19,20,50,19,63,23,57,47,73,55,88,63,46,26,95,68,19,28,1
70,28,84,96,63,80,74,40,45,39,47,5,30,71,16,95,77,53,52,1
51,50,58,54,89,32,59,80,42,35,15,8,90,24,56,10,9,84,3,1
84,91,27,26,35,50,22,34,33,27,100,93,46,65,60,84,13,65,90,1
56,92,55,53,27,24,97,72,14,60,6,52,33,43,54,41,41,77,29,0
34,74,29,75,6,45,30,93,80,11,89,14,38,84,55,74,40,56,83,0
79,54,53,43,85,71,33,64,63,15,37,82,100,93,59,91,9,35,98,0
56,70,17,58,62,20,45,16,65,14,52,24,19,42,22,4,9,80,51,1
43,6,43,90,21,12,64,86,55,23,33,100,62,32,24,59,53,18,57,0
80,59,34,82,34,73,46,12,93,14,44,8,83,21,21,15,65,100,12,1
52,97,39,65,76,85,1,53,88,7,56,12,1,28,91,54,46,36,63,0
22,59,47,44,72,93,41,50,36,85,60,39,52,64,100,67,14,68,90,1
25,41,5,44,56,45,87,30,2,97,7,59,26,88,65,17,69,93,2,1
54,16,82,39,13,31,2,26,63,66,26,12,21,41,85,30,1,5,63,0
50,90,25,17,64,8,9,65,61,11,34,75,93,94,61,33,71,11,13,1
71,36,53,45,24,57,61,60,72,68,23,68,58,1,31,49,45,30,66,1
56,59,52,91,65,95,88,61,47,40,83,56,76,25,59,12,76,43,100,1
33,40,75,55,32,83,78,35,47,73,56,68,24,29,96,95,45,19,60,1
44,79,24,2,63,18,65,20,9,91,50,53,77,41,50,31,24,26,19,0
41,80,33,61,89,8,72,86,100,73,33,72,2,43,50,97,63,59,24,1
21,71,67,96,32,61,72,24,74,73,53,44,30,36,7,93,29,87,74,1
29,90,2,26,64,93,51,55,44,82,65,67,41,3,73,68,48,18,63,0
11,19,51,53,61,89,64,14,78,94,33,93,90,78,28,85,83,68,100,0
50,4,20,77,81,86,84,74,60,58,64,69,79,57,44,87,98,12,99,1
100,91,19,69,94,97,91,71,99,81,94,56,96,70,86,80,32,68,68,1
80,2,14,23,13,52,45,52,89,95,27,54,41,82,12,28,85,70,63,1
27,19,4,57,79,46,51,43,90,6,96,96,41,76,25,4,51,15,85,0
38,83,99,66,96,37,58,70,73,37,46,27,84,50,32,1,38,72,12,0
72,36,33,50,68,57,90,57,7,48,87,88,88,74,79,74,60,74,13,1
24,30,17,90,47,42,55,5,52,83,82,82,56,23,70,47,74,21,19,1
37,50,95,84,6,54,2,75,35,53,25,68,26,29,90,75,49,55,81,1
2,52,2,76,43,12,1,32,25,4,25,95,73,99,94,21,74,13,24,0
47,54,17,3,25,82,52,96,64,17,29,32,62,74,2,57,90,23,100,1
48,48,29,75,57,62,95,89,88,2,96,98,41,84,70,93,37,57,35,1
2,35,19,98,79,61,79,51,1,6,8,9,78,61,81,26,11,1,7,0
22,98,7,39,37,68,43,32,15,70,50,73,14,10,14,47,71,62,80,0
47,49,22,94,50,26,37,20,39,63,72,73,13,87,99,10,1,29,5,0
8,62,25,97,97,44,30,9,99,9,33,37,4,14,89,48,45,46,28,1
14,57,95,42,97,70,3,17,81,78,4,88,45,86,6,78,88,87,21,0
68,2,10,79,94,87,55,49,12,15,10,34,57,71,71,14,64,71,8,1
74,91,96,94,27,9,91,46,7,15,38,29,4,47,15,2,97,13,26,0
88,35,39,1,27,61,38,56,31,82,97,23,96,90,92,24,81,2,5,1
78,23,37,3,61,93,48,89,10,89,39,18,70,83,25,37,64,97,67,0
92,53,28,8,94,75,20,66,30,65,61,10,32,9,21,97,45,96,45,0
41,83,46,9,32,16,40,89,98,38,55,71,94,35,2,7,20,37,25,1
36,28,27,85,45,81,6,30,83,38,80,78,54,95,27,56,59,67,84,0
82,52,91,54,27,99,100,63,2,25,55,29,20,71,95,88,29,7,79,1
14,21,29,36,8,74,39,16,34,78,7,68,13,44,95,89,22,30,25,0
36,28,58,59,31,88,43,69,39,86,88,27,45,28,29,32,25,93,41,1
44,6,43,17,81,13,43,28,94,15,6,13,56,63,28,90,81,40,56,0
73,52,93,61,4,64,71,37,39,8,42,9,94,27,95,24,87,60,77,0
63,72,71,18,73,13,47,57,67,95,61,99,94,86,49,81,68,82,16,1
15,10,83,26,66,3,3,58,25,11,86,75,13,89,93,57,40,33,83,1
95,13,10,82,86,55,75,93,43,48,84,22,96,20,34,53,70,51,40,1
5,32,35,65,65,80,27,19,91,7,93,10,92,88,31,96,77,84,6,0
35,31,29,47,12,99,74,39,62,32,67,78,17,42,27,2,97,96,87,0
15,53,56,44,61,45,27,27,53,87,49,90,40,36,31,38,95,47,88,0
52,83,39,43,91,9,33,28,88,64,40,51,90,34,49,64,14,69,79,1
78,37,74,79,85,8,75,29,82,43,46,89,51,13,61,12,17,38,51,1
90,24,10,23,26,66,33,31,25,29,76,78,63,27,89,16,40,56,87,1
12,14,5,78,10,90,56,82,95,17,56,70,59,54,20,41,30,41,99,1
88,100,49,15,86,18,36,97,29,80,23,28,13,70,44,98,22,86,95,1
53,78,40,20,33,75,11,84,17,97,71,3,52,91,13,40,8,10,22,0
6,39,11,21,32,68,33,82,21,34,25,87,2,50,98,14,47,88,76,1
53,12,60,77,61,70,96,80,81,49,79,49,57,96,39,3,37,2,24,0
6,19,17,96,10,56,9,98,38,61,52,74,49,77,74,78,92,80,52,0
41,65,24,60,18,29,79,41,11,41,80,27,15,90,50,25,96,94,40,1
9,81,80,67,29,83,15,47,41,72,29,96,54,59,54,75,5,1,44,1
20,8,23,100,46,29,14,93,33,98,34,60,23,85,72,78,7,53,19,0
10,95,65,36,88,64,48,24,49,61,33,5,44,1,25,42,72,31,95,0
16,87,39,80,4,70,90,81,42,32,63,100,11,80,27,64,74,59,4,1
60,66,26,35,52,68,3,76,81,98,7,65,86,64,6,5,61,34,40,1
2,93,17,47,87,37,100,1,71,60,57,39,81,18,42,93,14,66,30,1
67,3,76,52,15,76,66,17,3,50,47,14,99,71,6,69,60,67,16,1
24,66,88,99,86,53,12,90,16,48,12,89,67,46,93,60,69,66,4,1
28,9,10,26,9,51,77,50,84,73,21,8,43,9,96,81,76,98,46,0
31,18,79,18,89,68,95,43,33,96,82,76,7,73,67,12,62,80,2,1
12,38,59,51,48,97,46,49,47,13,62,13,52,53,3,16,22,49,19,0
12,59,77,44,5,54,70,86,91,50,63,28,58,78,38,41,6,89,20,0
100,21,100,29,18,10,50,72,36,67,44,75,81,50,47,89,48,19,30,0
49,100,58,42,13,60,22,91,68,60,49,90,83,49,10,69,77,44,45,1
33,16,51,41,70,64,95,75,20,73,1,42,81,3,87,96,20,14,22,1
63,79,43,13,38,55,28,40,81,35,68,55,35,40,42,5,75,67,12,1
8,5,36,49,11,83,80,98,20,12,60,39,99,91,16,48,79,59,54,1
11,22,2,84,12,40,95,37,3,12,15,93,88,75,35,96,74,47,44,1
60,26,76,100,42,73,40,48,52,84,68,94,83,32,43,15,22,82,27,0
74,60,85,17,79,53,36,11,85,17,36,30,23,52,92,43,13,21,94,1
84,83,2,3,12,88,62,100,89,88,85,28,16,29,4,59,7,14,56,1
95,23,67,48,26,39,70,11,67,80,51,47,27,71,69,68,85,2,19,0
21,44,5,58,54,5,89,83,79,3,84,67,38,36,9,96,67,39,55,1
8,46,83,70,52,8,86,39,57,1,29,12,24,41,22,64,100,7,25,1
63,92,37,22,73,15,68,58,80,50,47,3,88,44,36,25,15,27,49,0
26,39,81,37,65,13,81,33,54,93,46,58,19,89,42,98,86,84,30,0
96,76,49,18,16,82,53,65,16,18,39,40,60,69,77,54,54,76,89,0
74,87,28,27,68,98,18,3,20,87,95,81,99,57,80,69,83,59,24,1
45,70,13,39,37,10,7,24,4,74,72,8,3,31,27,59,42,68,72,1
80,64,32,22,58,98,21,3,53,73,3,95,90,62,8,70,38,98,29,1
41,11,2,9,70,64,47,15,96,36,33,25,78,95,80,63,59,40,12,1
57,85,27,42,31,61,33,46,70,90,8,99,41,16,22,94,63,60,74,1
62,34,79,93,8,63,73,26,6,71,1,28,57,73,22,95,92,66,78,1
56,72,14,45,49,98,8,24,51,55,61,3,39,95,37,92,25,10,54,1
6,95,71,96,60,38,25,74,54,87,74,42,50,42,38,82,38,10,32,1
41,14,28,9,94,88,60,13,35,91,86,35,81,82,43,79,79,91,81,1
5,61,17,34,26,21,59,54,74,68,14,48,60,23,40,56,12,33,84,0
12,95,32,45,20,95,98,86,79,48,46,38,75,23,94,68,11,66,54,1
5,72,20,26,44,96,46,92,90,76,52,10,30,54,19,16,13,40,1,0
68,71,14,67,88,70,8,22,58,29,49,61,61,15,68,29,26,91,85,1
57,38,11,84,99,60,91,16,75,1,30,68,12,61,55,54,38,2,54,1
24,47,88,48,83,64,9,46,44,11,92,48,54,100,90,60,97,16,63,0
19,97,93,19,29,45,67,64,25,78,60,24,68,67,89,55,49,30,40,1
87,96,66,60,74,1,13,70,24,63,20,80,71,72,83,71,16,20,75,0
39,95,2,91,56,3,13,4,10,14,100,83,6,56,78,14,12,88,77,1
9,9,88,85,98,62,37,1,55,60,63,25,88,35,6,62,44,39,44,0
70,96,35,48,47,99,10,78,83,16,15,21,84,31,39,46,52,51,64,0
31,45,18,76,18,84,77,85,34,18,52,45,47,79,64,67,69,32,56,0
3,64,8,4,47,93,13,89,3,26,42,10,65,50,70,56,92,63,70,1
28,67,12,77,80,99,91,39,94,96,46,56,79,92,1,92,82,83,70,0
68,99,46,97,11,75,36,94,87,70,72,51,21,24,35,87,17,1,19,1
5,46,99,93,90,44,41,35,79,81,56,65,41,52,63,85,77,44,25,0
89,40,51,87,90,58,86,3,23,5,63,8,67,47,60,56,94,91,75,1
9,33,34,52,64,15,69,96,5,13,70,30,26,29,36,59,57,63,88,0
36,68,72,22,63,23,2,78,71,64,33,61,66,65,83,47,86,23,66,0
37,30,69,30,71,25,55,16,67,57,22,34,9,27,11,40,69,12,51,1
36,15,9,23,50,81,25,71,55,37,18,13,95,80,61,37,15,72,27,1
21,67,65,91,73,12,47,36,26,66,33,89,67,44,15,78,77,36,18,1
13,22,17,82,6,90,21,91,19,44,81,43,25,83,19,6,81,25,43,1
7,34,52,92,17,49,7,42,55,39,77,39,3,79,22,70,54,5,37,0
64,28,24,85,6,86,49,64,26,5,55,40,25,8,99,51,85,68,43,0
56,47,76,20,66,30,54,19,4,56,41,94,7,64,52,57,1,88,6,0
20,95,49,69,34,20,57,47,92,58,73,69,94,3,74,72,69,5,75,1
81,50,91,47,73,39,41,28,90,19,25,84,50,3,7,60,92,10,92,0
46,65,10,66,7,18,88,56,4,66,86,81,11,100,35,17,72,60,71,0
17,26,54,91,29,49,71,86,85,57,59,62,89,40,31,6,48,73,15,0
18,31,73,99,83,71,81,3,46,66,31,26,75,88,39,17,14,28,41,0
58,98,65,77,95,7,36,13,74,35,66,8,38,39,65,77,64,93,47,1
16,64,16,45,98,85,65,4,75,80,84,6,2,32,89,77,92,71,25,1
66,11,29,80,91,12,98,86,3,53,21,82,88,65,95,10,54,56,10,1
76,76,34,55,81,96,60,69,71,76,21,52,26,68,94,23,73,35,43,0
45,85,85,71,21,66,47,42,61,73,2,36,9,86,3,84,10,8,20,0
61,91,64,6,21,44,11,24,39,100,16,86,60,89,96,8,26,64,50,1
92,68,14,39,51,62,9,48,64,79,10,28,1,59,64,91,99,93,39,1
78,75,97,13,32,48,69,35,90,20,28,73,36,56,92,12,74,44,88,0
76,39,55,26,79,84,83,83,13,51,4,3,5,77,41,93,43,66,64,0
100,16,37,2,100,23,93,42,95,70,40,11,12,64,4,60,84,77,94,0
64,11,56,47,65,49,11,69,95,41,6,6,56,16,36,100,65,38,90,0
34,21,83,40,76,75,66,64,83,51,51,82,32,21,62,64,81,23,67,1
78,77,55,41,24,95,5,5,12,52,50,30,28,11,92,95,53,59,82,1
91,29,94,60,45,26,30,27,86,53,100,20,80,71,8,26,14,42,10,1
74,75,15,38,2,100,92,2,91,28,11,12,92,78,40,97,57,59,94,1
11,67,98,42,14,17,17,96,60,74,69,91,6,25,100,53,96,21,47,1
55,30,25,90,92,45,27,87,25,62,70,14,3,55,64,72,49,31,21,1
97,37,97,32,65,46,18,14,86,20,88,44,60,22,16,52,79,38,47,1
89,75,54,21,1,89,71,21,48,55,83,49,27,18,15,9,40,72,28,1
30,42,11,59,45,14,16,98,45,38,3,83,19,42,79,38,29,12,100,0
92,65,90,3,90,71,94,30,8,28,100,88,89,49,71,31,78,39,44,0
35,5,38,73,62,66,89,65,70,60,51,29,27,100,44,20,51,7,55,0
37,43,91,64,31,17,49,66,87,71,77,37,37,74,1,1,61,75,29,1
78,77,63,96,92,2,58,27,71,53,59,56,90,24,55,73,59,56,7,1
99,3,9,38,66,29,55,84,82,85,90,12,90,15,68,29,5,9,18,0
79,76,14,14,27,99,86,6,77,79,46,82,90,13,96,95,22,25,86,0
45,80,54,99,20,79,31,89,80,70,42,48,58,36,92,3,35,71,59,1
66,21,77,100,39,31,26,93,29,92,25,67,46,24,61,83,1,39,31,0
88,12,59,95,40,15,2,43,59,49,100,77,53,90,16,27,7,26,64,1
28,18,82,47,32,42,76,55,17,62,62,56,88,84,72,48,75,78,35,0
62,41,93,73,55,86,37,49,1,94,3,54,15,20,16,68,36,13,39,1
27,50,55,63,14,60,22,13,86,92,36,16,42,85,67,55,62,27,25,1
50,74,27,95,1,77,49,92,7,86,18,89,89,45,7,14,44,67,51,0
53,3,68,73,100,75,79,80,59,67,84,11,69,27,46,70,63,94,75,1
19,22,34,37,35,63,93,60,99,60,6,85,23,38,99,43,96,50,30,0
51,4,71,36,52,8,55,66,55,33,88,85,97,10,99,1,7,32,56,0
51,51,18,29,26,2,79,29,10,92,55,71,45,21,28,14,27,64,81,0
77,37,68,82,24,6,21,4,76,53,50,73,92,12,30,77,86,10,60,1
54,86,85,34,33,18,49,33,27,58,1,94,66,72,71,9,97,38,39,1
20,77,33,78,23,88,79,6,74,6,96,20,21,81,60,2,49,46,55,0
94,35,56,30,9,25,75,57,35,4,12,17,69,79,79,39,67,10,95,1
79,41,6,37,53,85,87,83,74,19,82,88,23,54,42,12,62,89,68,0
29,27,86,24,65,9,41,46,25,95,14,79,29,51,81,10,71,9,30,0
14,79,5,56,81,94,43,84,67,1,10,88,12,28,93,43,49,35,3,1
63,13,28,37,91,16,61,53,32,58,52,24,45,3,23,17,78,82,80,1
41,62,43,9,85,66,75,6,100,94,92,40,80,12,42,92,76,19,52,0
46,1,94,38,17,32,78,15,96,52,34,75,54,61,64,98,55,10,85,1
46,89,35,79,96,23,99,20,85,24,35,41,66,35,27,90,46,100,25,1
84,20,61,2,33,31,56,42,82,16,87,13,54,80,17,10,10,43,86,1
73,53,38,46,76,45,24,38,33,69,99,46,53,76,43,9,83,90,28,0
67,54,39,51,59,23,60,76,21,56,69,61,5,84,33,81,57,22,40,1
38,99,67,66,22,67,97,6,84,82,4,42,16,89,47,14,96,97,53,0
1,72,98,12,41,50,31,20,47,57,62,89,55,63,58,38,64,38,90,1
44,2,2,81,88,70,17,42,12,14,3,12,32,24,26,60,49,58,46,1
67,14,60,8,79,94,17,22,24,22,13,73,81,68,54,22,29,88,69,1
15,6,31,50,33,96,47,69,34,22,10,71,44,22,85,80,71,17,33,1
35,89,12,16,90,66,53,63,16,88,64,61,49,41,6,51,35,3,36,0
33,83,94,11,20,49,58,22,42,59,82,14,52,47,57,35,33,97,73,0
31,5,65,96,80,98,95,15,53,68,66,49,65,91,69,14,4,15,70,0
29,21,85,69,96,19,71,50,87,38,14,31,10,86,93,31,64,87,51,0
77,80,55,30,88,83,42,95,37,9,24,91,51,68,28,14,4,44,34,1
50,66,76,6,96,30,69,22,87,53,90,73,19,57,88,83,30,88,43,1
54,53,67,38,46,72,58,23,41,25,25,87,73,11,21,68,35,5,85,0
22,54,98,74,84,79,20,71,61,39,69,41,26,68,54,68,37,24,33,0
94,77,32,39,59,93,94,55,39,63,15,52,48,29,55,69,71,98,30,1
44,4,44,25,26,55,8,18,75,75,58,68,93,69,96,49,71,57,55,1
59,10,91,27,61,15,39,18,12,94,2,1,51,11,80,63,58,98,54,0
38,51,61,28,26,23,47,40,44,29,84,23,58,9,26,40,64,24,45,1
62,93,10,6,44,74,79,34,35,39,55,74,86,21,97,94,7,84,69,1
6,99,68,20,82,98,41,18,3,6,68,43,27,39,30,77,65,97,46,1
86,26,62,49,32,18,68,94,63,70,62,59,10,6,58,10,32,27,51,1
92,54,53,38,71,18,86,85,52,65,50,6,45,71,72,1,38,67,91,1
41,43,63,18,98,96,87,80,3,62,42,3,14,96,58,10,64,40,89,1
83,12,62,59,62,62,7,64,62,61,56,48,98,10,86,10,98,66,84,0
58,11,47,89,99,63,79,54,78,34,3,91,44,49,33,53,31,43,63,0
21,62,16,39,98,20,72,100,90,77,3,1,95,18,29,63,71,86,91,0
65,47,91,8,7,3,16,93,39,7,94,84,95,31,18,3,40,44,54,1
24,13,87,4,21,5,14,91,5,63,17,17,43,84,84,29,97,8,47,1
67,48,93,35,80,77,28,67,100,47,88,70,18,43,44,54,65,98,78,0
80,21,74,55,33,36,95,3,85,22,62,39,29,28,45,75,46,39,45,1
49,76,35,60,2,71,35,89,84,48,69,88,14,90,57,93,62,38,64,1
71,58,29,1,98,15,18,43,42,2,14,5,7,24,46,62,66,26,43,1
38,58,73,11,26,17,60,21,77,67,32,48,94,54,23,69,7,55,12,0
93,7,12,34,5,29,12,60,15,84,92,30,65,75,5,62,76,34,53,0
57,22,18,70,35,84,30,2,27,93,31,58,55,25,81,53,23,34,14,0
20,41,100,4,35,67,1,18,94,18,56,50,67,44,74,34,72,74,88,1
3,63,88,9,24,72,67,81,20,10,37,12,48,77,73,29,80,51,5,0
53,48,7,65,85,40,19,84,18,61,87,25,71,94,36,70,55,48,5,1
38,51,80,96,29,93,76,96,2,72,35,72,47,7,19,32,87,94,9,0
16,11,82,18,43,50,69,70,43,91,78,52,78,99,65,43,89,54,90,1
2,40,44,53,61,18,5,44,11,22,95,22,17,34,27,15,31,48,93,0
40,22,38,22,37,73,94,45,20,21,60,31,44,17,78,47,72,100,79,1
44,91,30,22,33,99,24,43,75,29,45,34,18,9,90,66,79,40,21,0
85,55,89,52,27,52,60,97,18,92,78,8,8,69,15,85,95,2,21,0
15,25,100,21,22,65,69,11,33,2,78,8,97,55,29,6,6,73,39,0
46,16,59,83,60,6,63,74,46,62,21,25,96,1,1,42,27,40,87,0
16,47,61,21,96,92,65,25,85,55,66,100,22,30,8,55,28,34,73,0
80,80,34,48,68,98,95,4,3,37,89,1,28,59,96,27,56,33,56,1
78,23,2,53,59,9,72,56,17,74,23,34,75,36,24,68,40,55,80,0
50,1,40,27,49,70,16,30,88,46,56,32,44,82,84,1,26,16,2,1
72,65,44,87,49,45,98,84,14,39,48,23,26,21,38,62,39,5,11,1
46,18,13,70,39,83,59,38,63,80,92,89,77,32,13,83,86,4,29,0
7,91,92,55,35,75,31,93,43,76,90,44,25,57,32,90,53,30,44,0
53,22,34,44,96,23,88,14,33,94,39,35,7,59,80,42,3,93,46,0
42,61,47,34,42,54,83,85,78,34,54,8,51,47,47,3,73,41,63,0
40,45,94,89,22,85,64,69,100,70,76,12,36,51,40,94,76,34,59,1
93,45,91,95,41,42,56,72,61,89,5,47,71,15,4,58,4,20,2,0
8,30,100,92,3,74,58,11,82,91,20,90,17,14,30,12,71,53,8,0
32,24,85,76,13,2,38,3,41,34,56,86,27,28,10,36,33,25,48,0
38,45,33,16,78,55,28,40,32,65,95,81,6,89,51,75,29,45,78,1
8,76,57,14,57,12,4,80,72,2,18,37,50,15,63,62,49,80,1,1
92,99,16,16,18,49,1,75,28,33,13,81,42,60,42,84,86,16,74,1
57,63,27,59,98,7,45,75,24,40,97,91,19,11,44,44,84,20,88,1
33,11,67,47,78,87,50,80,28,83,4,30,7,89,96,90,10,71,19,1
52,48,3,99,90,61,66,95,83,94,82,13,97,40,81,11,93,82,35,1
31,70,58,14,29,49,66,60,72,50,100,88,49,38,13,63,22,40,50,1
96,37,98,39,34,94,26,54,87,16,40,30,13,52,5,92,50,27,62,0
45,96,55,42,36,69,11,67,81,99,79,78,60,93,97,95,97,61,11,0
97,70,28,15,72,63,85,58,62,30,94,42,17,48,33,88,54,99,71,0
38,55,70,43,15,75,23,40,36,27,77,81,85,71,72,27,26,51,30,0
65,64,57,15,39,79,53,17,34,8,98,54,97,51,74,86,15,97,51,1
60,20,76,9,81,59,97,26,84,41,11,69,74,71,78,8,65,79,64,1
89,26,65,83,71,8,45,27,4,70,32,8,90,24,64,94,88,22,31,0
30,8,61,53,25,6,27,81,29,48,74,45,63,23,37,4,9,91,21,1
77,31,34,27,83,83,20,63,59,68,18,67,53,88,66,57,39,89,60,1
68,11,28,58,81,81,8,94,62,1,9,17,63,85,8,56,63,87,53,1
52,44,78,5,39,57,2,46,78,49,2,32,43,48,24,95,15,1,87,0
31,85,16,49,41,63,48,76,52,59,5,54,89,59,33,35,50,38,74,0
12,19,8,79,80,71,33,100,22,71,4,45,23,8,39,53,35,45,69,0
31,11,19,60,30,76,75,59,22,21,45,16,60,68,34,8,79,78,64,1
65,32,64,74,49,77,100,31,61,32,71,29,60,15,17,46,86,93,38,0
7,56,52,15,48,47,27,35,86,73,52,57,96,24,29,31,65,45,52,1
14,18,14,92,41,52,74,64,24,93,41,72,44,20,61,88,55,83,92,1
80,18,77,44,21,22,44,81,90,54,82,1,49,45,2,44,74,26,53,0
15,54,38,1,68,65,83,81,16,32,99,74,90,10,45,27,29,100,86,1
40,89,67,62,80,89,21,80,59,2,48,82,12,68,44,35,7,36,65,0
1,15,100,44,87,69,56,84,95,26,3,21,47,20,86,33,13,50,64,0
67,19,14,9,95,95,24,31,16,85,42,67,88,83,29,74,19,55,97,1
59,30,20,56,20,18,77,15,64,38,93,27,10,33,92,21,31,9,91,1
64,17,32,72,8,66,80,98,81,94,12,42,75,49,42,49,90,90,27,0
22,35,29,82,16,41,58,80,68,36,21,64,91,43,65,28,83,51,87,0
68,55,87,37,63,64,27,96,49,98,45,81,19,15,3,35,29,99,49,1
58,70,45,73,77,17,21,96,36,79,20,72,12,89,56,60,44,31,30,0
40,98,14,40,32,25,24,89,81,92,39,67,16,93,77,34,18,75,78,0
93,43,74,16,58,93,25,32,46,45,71,98,71,88,89,23,61,13,69,1
30,97,48,18,11,71,57,94,47,69,46,43,33,26,66,58,11,16,13,1
84,7,100,78,43,16,13,22,46,26,38,94,59,63,73,22,11,66,73,0
93,42,70,86,91,83,32,89,86,97,49,76,97,72,11,57,39,86,66,0
14,10,76,94,55,17,85,46,76,82,47,71,93,11,7,25,90,10,69,1
82,43,53,23,12,43,20,84,67,63,44,81,51,65,36,27,12,17,9,1
99,16,32,56,46,85,5,33,44,9,98,38,15,31,9,77,25,46,98,0
3,5,95,59,51,23,12,51,34,79,60,23,72,51,76,100,81,89,44,0
52,24,35,9,7,31,12,52,68,10,22,33,92,63,16,1,57,100,59,1
97,80,66,80,50,58,55,43,62,43,29,8,51,66,40,29,89,55,25,1
81,59,76,10,75,26,48,70,86,3,34,80,80,83,10,3,17,26,72,1
37,64,51,61,31,95,88,54,43,22,13,44,30,53,83,39,75,57,55,1
8,77,82,63,65,62,6,45,62,73,25,56,7,58,48,44,68,57,54,1
3,23,4,22,92,3,59,99,2,98,15,48,12,59,85,20,84,91,33,0
79,86,9,99,19,58,20,80,68,88,16,80,27,100,23,89,32,18,78,0
74,62,94,87,63,51,45,76,85,43,27,66,77,97,72,12,34,14,9,0
88,45,69,93,32,34,97,18,20,46,62,80,55,24,35,48,39,79,2,0
87,13,84,99,11,38,50,77,77,54,99,76,30,16,27,2,24,85,75,1
16,8,87,3,21,19,90,68,59,13,37,75,51,77,82,99,32,36,10,1
30,69,5,79,45,36,47,52,38,56,99,24,76,88,4,72,77,60,54,1
1,97,76,84,26,7,58,70,39,67,8,22,37,80,34,6,77,91,88,0
20,80,92,90,75,2,66,98,99,17,24,52,90,57,4,27,12,98,26,0
34,22,9,37,65,11,57,67,17,93,96,48,9,88,24,47,85,85,35,1
3,34,89,51,65,96,64,64,92,60,76,75,39,26,58,51,8,27,76,0
25,45,80,41,74,98,80,36,99,25,23,39,76,95,36,75,44,25,97,1
25,37,99,73,58,93,47,91,63,16,85,15,31,66,60,38,42,40,60,1
98,97,7,59,45,39,67,46,21,55,84,71,45,13,60,29,9,97,63,0
44,20,75,33,22,97,96,56,62,98,30,51,69,84,2,3,18,69,26,1
80,98,54,71,86,69,65,52,65,87,19,72,46,32,8,42,53,96,31,1
51,36,52,6,83,88,6,21,58,69,78,97,50,43,49,63,70,2,12,0
52,40,13,27,52,88,88,3,44,12,39,16,41,17,46,66,23,40,38,1
62,81,75,82,36,43,49,67,72,62,96,1,72,67,55,20,80,72,98,1
47,74,95,53,19,99,15,26,29,25,11,27,61,92,78,20,56,23,46,0
24,99,58,45,72,42,88,30,15,49,8,19,22,97,58,72,46,73,9,1
50,80,11,97,33,80,78,54,20,43,49,41,80,74,40,63,79,89,23,1
100,17,55,89,56,52,4,47,72,80,68,21,81,3,4,53,70,17,20,1
88,20,15,59,59,34,57,95,7,97,4,4,60,89,22,98,66,84,41,1
13,19,86,67,60,82,65,83,81,77,92,68,82,71,16,89,78,13,64,1
62,69,85,56,25,62,28,57,70,76,90,31,40,41,72,45,50,58,1,0
6,54,68,2,57,78,28,64,96,28,11,89,60,45,81,42,58,1,36,1
85,29,60,2,69,75,50,2,81,28,5,2,84,83,55,52,35,51,79,1
98,78,48,4,71,73,86,16,31,68,92,87,86,88,25,98,77,70,46,0
51,98,13,78,72,23,13,18,90,15,24,94,86,40,100,79,99,50,30,1
60,26,43,85,51,26,5,3,85,63,17,71,68,50,72,31,11,75,62,1
88,3,88,15,90,29,14,63,17,57,62,46,69,63,93,77,56,100,2,0
8,84,21,31,32,89,23,2,4,27,53,14,99,96,93,6,43,54,43,0
27,22,92,69,78,68,20,14,55,9,62,63,65,54,15,14,69,6,33,1
79,22,79,54,53,52,18,60,18,20,57,25,73,57,40,25,6,42,22,1
28,17,47,36,71,11,24,58,41,79,8,62,62,30,12,88,18,97,15,0
93,92,63,62,24,70,81,56,61,20,66,76,39,76,12,26,52,95,58,1
26,56,15,96,65,94,81,66,13,73,80,37,74,37,5,6,26,22,31,1
42,48,77,97,43,83,73,53,44,71,15,57,96,82,1,12,98,99,79,1
57,58,23,95,84,50,66,39,59,1,86,10,99,10,21,32,22,94,13,0
3,71,67,52,77,41,27,99,41,34,40,59,35,38,55,85,15,27,81,0
19,58,17,72,2,7,21,1,86,15,17,56,45,65,72,47,84,25,22,1
9,9,50,39,64,75,35,15,90,67,77,44,21,60,95,67,74,47,1,1
55,73,20,57,94,66,17,8,46,42,55,39,73,72,74,64,64,95,65,0
34,87,87,15,2,62,48,66,50,95,38,19,82,45,5,100,68,48,11,1
17,44,47,22,30,26,41,72,48,57,94,58,98,52,1,51,62,19,17,1
31,20,64,38,77,33,86,14,49,94,55,53,26,31,64,57,97,69,26,1
34,87,44,82,2,7,78,3,70,97,88,70,13,46,13,80,21,6,7,1
66,43,40,91,58,85,26,89,15,28,40,56,56,7,69,79,82,44,75,0
50,75,69,45,93,24,19,11,62,57,31,20,19,6,71,42,79,48,61,1
95,73,38,77,33,66,35,72,72,56,74,48,51,68,100,32,55,92,64,0
15,62,18,27,45,8,88,23,17,95,49,96,83,5,79,38,84,63,59,1
58,95,39,2,3,41,22,77,52,43,50,22,89,22,59,46,76,44,64,0
